OBJECTID,CTP Project ID,CTP Project Name,County,TBU Facility,CTP Doc URL,Longitude,Latitude,Transportation Business Unit,District,x,y
338,XY245K,"Traffic Barrier Upgrades at Various Locations in Allegany, Garrett and Washington Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.4073981397317,-79.4062893668403,Maryland State Highway Administration,6,-8839467.6981,4780197.0089
339,XY245K,"Traffic Barrier Upgrades at Various Locations in Allegany, Garrett and Washington Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.6456020629358,-78.7784923422404,Maryland State Highway Administration,6,-8769581.653,4814574.9976
340,XY245K,"Traffic Barrier Upgrades at Various Locations in Allegany, Garrett and Washington Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.6434901110085,-77.7228683471735,Maryland State Highway Administration,6,-8652070.1274,4814269.678
341,XY229G,Surface Treatment at Various Locations in Montgomery and Prince George’s Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.0821868187926,-77.1508237254616,Maryland State Highway Administration,3,-8588390.4114,4733450.9759
342,XY237F,Guardrail Improvements at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.0821868187926,-77.1508237254616,Maryland State Highway Administration,3,-8588390.4114,4733450.9759
343,XY229G,Surface Treatment at Various Locations in Montgomery and Prince George’s Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
344,XY237F,Guardrail Improvements at Various Locations in Montgomery and Prince George's Counties,Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,38.9080328177787,-76.8403564069919,Maryland State Highway Administration,3,-8553829.3476,4708506.6113
345,XY233M,"Sidewalk Upgrades for ADA Compliance at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.4150738246873,-77.4097957984972,Maryland State Highway Administration,7,-8617219.0507,4781302.9412
346,XY237G,"Guardrail Improvements at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.4150738246873,-77.4097957984972,Maryland State Highway Administration,7,-8617219.0507,4781302.9412
347,XY233M,"Sidewalk Upgrades for ADA Compliance at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.5731139020073,-76.9874014759494,Maryland State Highway Administration,7,-8570198.3298,4804100.8921
348,XY237G,"Guardrail Improvements at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.5731139020073,-76.9874014759494,Maryland State Highway Administration,7,-8570198.3298,4804100.8921
349,XY233M,"Sidewalk Upgrades for ADA Compliance at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.2757080482067,-76.8074763554042,Maryland State Highway Administration,7,-8550169.157,4761241.6841
350,XY237G,"Guardrail Improvements at Various Locations in Carroll, Frederick and Howard Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,39.2757080482067,-76.8074763554042,Maryland State Highway Administration,7,-8550169.157,4761241.6841
351,XX2345,"Installation of Rumble Strips at Various Locations in Anne Arundel, Calvert, Charles & St. Mary's Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=308,38.974651324749,-76.5613118409538,Maryland State Highway Administration,5,-8522766.2486,4718041.2425
352,XY243B,"Traffic Barrier Upgrades at Various Locations in Anne Arundel, Calvert, Charles and St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,38.974651324749,-76.5613118409538,Maryland State Highway Administration,5,-8522766.2486,4718041.2425
353,XX2345,"Installation of Rumble Strips at Various Locations in Anne Arundel, Calvert, Charles & St. Mary's Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=308,38.5317113392161,-76.9806781555796,Maryland State Highway Administration,5,-8569449.8932,4654813.504
354,XY243B,"Traffic Barrier Upgrades at Various Locations in Anne Arundel, Calvert, Charles and St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,38.5317113392161,-76.9806781555796,Maryland State Highway Administration,5,-8569449.8932,4654813.504
355,XX2345,"Installation of Rumble Strips at Various Locations in Anne Arundel, Calvert, Charles & St. Mary's Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=308,38.539990202716,-76.582979522712,Maryland State Highway Administration,5,-8525178.2839,4655991.69
356,XY243B,"Traffic Barrier Upgrades at Various Locations in Anne Arundel, Calvert, Charles and St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,38.539990202716,-76.582979522712,Maryland State Highway Administration,5,-8525178.2839,4655991.69
357,XX2345,"Installation of Rumble Strips at Various Locations in Anne Arundel, Calvert, Charles & St. Mary's Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=308,38.3029859574625,-76.6294704144967,Maryland State Highway Administration,5,-8530353.6263,4622316.4299
358,XY243B,"Traffic Barrier Upgrades at Various Locations in Anne Arundel, Calvert, Charles and St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,38.3029859574625,-76.6294704144967,Maryland State Highway Administration,5,-8530353.6263,4622316.4299
359,XY2545,"Pavement Marking at Various Locations in Anne Arundel, Calvert, Charles & St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,38.3029859574625,-76.6294704144967,Maryland State Highway Administration,5,-8530353.6263,4622316.4299
360,XY2545,"Pavement Marking at Various Locations in Anne Arundel, Calvert, Charles & St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,38.5317113392161,-76.9806781555796,Maryland State Highway Administration,5,-8569449.8932,4654813.504
361,XY2545,"Pavement Marking at Various Locations in Anne Arundel, Calvert, Charles & St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,38.539990202716,-76.582979522712,Maryland State Highway Administration,5,-8525178.2839,4655991.69
362,XY2545,"Pavement Marking at Various Locations in Anne Arundel, Calvert, Charles & St. Mary’s Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,38.974651324749,-76.5613118409538,Maryland State Highway Administration,5,-8522766.2486,4718041.2425
363,XY244J,"Joint Sealing at Various Locations in Calvert, Charles and St. Mary's Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,38.5317113392161,-76.9806781555796,Maryland State Highway Administration,5,-8569449.8932,4654813.504
364,XY244J,"Joint Sealing at Various Locations in Calvert, Charles and St. Mary's Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,38.539990202716,-76.582979522712,Maryland State Highway Administration,5,-8525178.2839,4655991.69
365,XY244J,"Joint Sealing at Various Locations in Calvert, Charles and St. Mary's Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=306,38.3029859574625,-76.6294704144967,Maryland State Highway Administration,5,-8530353.6263,4622316.4299
366,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,39.4003969260864,-76.6069121995597,Maryland State Highway Administration,0,-8527842.4573,4779188.3623
367,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,39.5340619747219,-76.3473609835587,Maryland State Highway Administration,0,-8498949.3481,4798462.6619
368,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,39.6004804023145,-75.7886626562775,Maryland State Highway Administration,0,-8436755.3348,4808053.8993
369,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,39.2111526333973,-76.0683222439935,Maryland State Highway Administration,0,-8467886.8977,4751962.6656
370,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,39.0378866318607,-76.0577090648316,Maryland State Highway Administration,0,-8466705.444,4727099.9614
371,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,38.8800790700779,-75.8271007480214,Maryland State Highway Administration,0,-8441034.2436,4704508.4565
372,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,38.7700881205273,-76.0879832196627,Maryland State Highway Administration,0,-8470075.5475,4688791.9716
373,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,38.5721680103052,-76.0747187590595,Maryland State Highway Administration,0,-8468598.9545,4660572.2836
374,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,38.3661683940845,-75.6000990161601,Maryland State Highway Administration,0,-8415764.5264,4631283.0512
375,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,38.2087838454239,-75.6963138023011,Maryland State Highway Administration,0,-8426475.1074,4608962.0979
376,XX6602,"Lighting Modifications at Various Locations in DO, SO, WI, WO, CO, CE, KE, QA, TA, BA & HA Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=310,38.1734049818715,-75.3878686535197,Maryland State Highway Administration,0,-8392139.1505,4603951.1657
377,XY2509,"Line Striping at Various Locations in Cecil, Kent, Queen Anne’s, Caroline and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,38.8800790700779,-75.8271007480214,Maryland State Highway Administration,2,-8441034.2436,4704508.4565
378,XY3419,"Joint Sealing at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,38.8800790700779,-75.8271007480214,Maryland State Highway Administration,2,-8441034.2436,4704508.4565
379,XY2509,"Line Striping at Various Locations in Cecil, Kent, Queen Anne’s, Caroline and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,38.7700881205273,-76.0879832196627,Maryland State Highway Administration,2,-8470075.5475,4688791.9716
380,XY3419,"Joint Sealing at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,38.7700881205273,-76.0879832196627,Maryland State Highway Administration,2,-8470075.5475,4688791.9716
381,XY2509,"Line Striping at Various Locations in Cecil, Kent, Queen Anne’s, Caroline and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,39.0378866318607,-76.0577090648316,Maryland State Highway Administration,2,-8466705.444,4727099.9614
382,XY3419,"Joint Sealing at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,39.0378866318607,-76.0577090648316,Maryland State Highway Administration,2,-8466705.444,4727099.9614
383,XY2509,"Line Striping at Various Locations in Cecil, Kent, Queen Anne’s, Caroline and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,39.2111526333973,-76.0683222439935,Maryland State Highway Administration,2,-8467886.8977,4751962.6656
384,XY3419,"Joint Sealing at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,39.2111526333973,-76.0683222439935,Maryland State Highway Administration,2,-8467886.8977,4751962.6656
385,XY2509,"Line Striping at Various Locations in Cecil, Kent, Queen Anne’s, Caroline and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=304,39.6004804023145,-75.7886626562775,Maryland State Highway Administration,2,-8436755.3348,4808053.8993
386,XY3419,"Joint Sealing at Various Locations in Caroline, Cecil, Kent, Queen Anne's and Talbot Counties",Areawide,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=307,39.6004804023145,-75.7886626562775,Maryland State Highway Administration,2,-8436755.3348,4808053.8993
387,AA0261,Bicycle and Pedestrian Route - South Shore Trail Phase II,Anne Arundel,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=332,39.0707803600263,-76.6655177074856,Maryland State Highway Administration,5,-8534366.3926,4731815.329
388,AA0271,"Cleaning and Painting of Bridges 0203400, 0203500, 0210400, 0210500, 0212700, 0214500 and 0222000",Anne Arundel,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=331,38.974651324749,-76.5613118409538,Maryland State Highway Administration,5,-8522766.2486,4718041.2425
389,AA0441,Governor Ritchie Highway - Safety and Resurfacing Improvements from I-695 to Hammonds Lane,Anne Arundel,,https://www.mdot.maryland.gov/OPCP/CTP_2024/FY24_FY29_CTP_Full_Report_Regular_Resolution_for_viewing.pdf#page=331,39.2214007049139,-76.6139006307361,Maryland State Highway Administration,5,-8528620.4059,4753435.1253
